City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
298,zemetchino,53.4973,42.6163,-5.03,91,51,2.46,RU,1701215413
299,pennagaram,12.1333,77.9,20.05,96,97,1.61,IN,1701215413
300,san julian,21.0167,-102.1667,18.05,49,100,1.16,MX,1701215413
301,gadzhiyevo,69.2551,33.3362,-2.64,89,100,6.94,RU,1701215414
302,poronaysk,49.2167,143.1167,-7.57,85,100,11.93,RU,1701215414
303,ruidoso,33.3317,-105.673,8.09,49,0,3.6,US,1701215414
304,bay city,43.5945,-83.8889,-3.3,67,75,4.63,US,1701215414
305,vernon,50.2581,-119.2691,3.34,58,22,0.89,CA,1701215189
306,alenquer,-1.9417,-54.7383,26.26,75,85,1.7,BR,1701215415
307,menongue,-14.6585,17.691,17.63,92,100,1.78,AO,1701215415
308,zinder,13.8072,8.9881,24.34,25,54,3.93,NE,1701215415
309,paita,-5.0892,-81.1144,21.24,79,23,7.69,PE,1701215416
310,nabire,-3.3667,135.4833,25.5,86,100,1.03,ID,1701215416
311,saint augustine beach,29.8505,-81.2654,10.01,66,0,1.54,US,1701215416
312,curuca,-0.7289,-47.8481,24.67,85,13,2.33,BR,1701215416
313,bagamoyo,-6.4333,38.9,24.63,92,93,1.46,TZ,1701215417
314,prado,-17.3411,-39.2208,25.01,85,12,5.6,BR,1701215417
315,weyburn,49.6668,-103.8511,2.12,69,0,3.09,CA,1701215417
316,pierre,44.3683,-100.351,8.51,49,0,4.63,US,1701215248
317,al qadarif,14.0349,35.3834,25.05,54,0,6.05,SD,1701215417
318,armacao de buzios,-22.7469,-41.8817,26.03,94,99,6.29,BR,1701215418
319,labasa,-16.4167,179.3833,31.47,61,25,4.12,FJ,1701215418
320,ixtapa,20.7,-105.2,28.57,70,75,4.63,MX,1701215419
321,zhanaozen,43.3,52.8,2.57,79,79,3.89,KZ,1701215419
322,altania,-23.8744,-53.9017,21.36,95,70,2.18,BR,1701215419
323,kirsanov,52.6549,42.7224,-4.88,89,24,2.58,RU,1701215420
324,carutapera,-1.195,-46.02,24.93,91,16,3.13,BR,1701215420
325,chittagong,22.9167,91.5,18.82,84,27,1.74,BD,1701215420
326,wanganui,-39.9333,175.05,15.33,88,96,0.89,NZ,1701215420
327,port saint john's,-31.6229,29.5448,20.87,73,95,9.42,ZA,1701215421
328,qamdo,31.1667,97.2333,-7.79,50,68,0.87,CN,1701215421
329,vorgashor,67.5833,63.95,-11.65,90,100,2.96,RU,1701215422
330,aydarken,39.9443,71.3429,4.74,36,82,3.8,KG,1701215422
331,ghat,24.9647,10.1728,17.09,18,3,0.79,LY,1701215422
332,ceeldheer,3.8488,47.1806,26.18,79,67,5.97,SO,1701215422
333,vallenar,-28.5708,-70.7581,20.7,50,0,1.96,CL,1701215423
334,rio grande,-32.035,-52.0986,22.06,88,17,6.95,BR,1701215423
335,katsuura,35.1333,140.3,13.99,54,0,9.32,JP,1701215423
336,saint-gilles-croix-de-vie,46.6833,-1.9333,2.55,54,81,1.32,FR,1701215424
337,fort bragg,35.139,-79.006,7.91,38,0,2.06,US,1701215424
338,sao joao da barra,-21.6403,-41.0511,25.05,93,100,4.77,BR,1701215424
339,laguna,38.421,-121.4238,17.9,34,0,1.54,US,1701215424
340,el rosario,24.2556,-107.1828,24.97,53,1,4.41,MX,1701215425
341,singarayakonda,15.25,80.0333,23.58,91,97,3.81,IN,1701215425
342,ampanihy,-24.7,44.75,21.46,92,4,1.18,MG,1701215425
343,kiomboi,-4.2667,34.3667,16.53,81,87,1.52,TZ,1701215426
344,decorah,43.3033,-91.7857,-6.52,80,98,5.96,US,1701215154
345,gannan,47.9147,123.5031,-14.53,72,95,3.34,CN,1701215426
346,lerwick,60.1545,-1.1494,2.0,73,100,9.2,GB,1701215172
347,puerto aysen,-45.4,-72.7,8.35,99,100,2.54,CL,1701215427
348,nahariyya,33.0059,35.0941,13.36,61,48,2.78,IL,1701215427
349,santa cruz,-17.8,-63.1667,26.03,73,40,6.17,BO,1701215135
350,hell-ville,-13.4,48.2667,26.84,77,59,2.13,MG,1701215428
351,balykshi,47.0667,51.8667,-2.0,93,11,2.0,KZ,1701215428
352,pueblo nuevo,23.3833,-105.3833,14.2,60,0,0.55,MX,1701215429
353,zouerate,22.7187,-12.4521,18.81,14,70,2.7,MR,1701215429
354,saint-joseph,-21.3667,55.6167,22.21,78,23,2.62,RE,1701215429
355,turtas,58.9417,69.1325,-1.27,80,98,3.7,RU,1701215430
356,bima,-8.4667,118.7167,28.14,76,100,1.73,ID,1701215430
357,alice town,25.7167,-79.3,22.86,63,86,7.29,BS,1701215430
358,ulladulla,-35.35,150.4667,19.04,93,100,8.88,AU,1701215430
359,cullman,34.1748,-86.8436,4.5,55,0,1.54,US,1701215431
360,juan griego,11.0817,-63.9655,26.5,87,2,5.91,VE,1701215431
361,aljezur,37.3191,-8.8033,17.33,97,98,4.06,PT,1701215431
362,kingston,17.997,-76.7936,26.53,83,75,4.12,JM,1701215136
363,tres arroyos,-38.3739,-60.2798,18.05,97,89,4.96,AR,1701215432
364,borogontsy,62.6683,131.1683,-32.04,100,89,0.84,RU,1701215432
365,mokhsogollokh,61.4681,128.9203,-20.73,93,100,3.57,RU,1701215433
366,nova vicosa,-17.8919,-39.3719,25.05,84,14,6.02,BR,1701215433
367,rio novo,-21.4575,-43.1253,22.33,94,99,0.83,BR,1701215434
368,zakynthos,37.7914,20.8953,17.68,77,100,8.43,GR,1701215434
369,pitkyaranta,61.5734,31.4792,-5.83,97,82,3.88,RU,1701215434
370,covington,39.0837,-84.5086,-3.4,64,0,3.09,US,1701215435
371,baki,-7.6128,110.7839,26.78,74,99,3.32,ID,1701215435
372,sangkhla buri,15.1555,98.4536,18.68,82,47,0.94,TH,1701215436
373,sultanah,24.4926,39.5857,22.25,30,0,2.57,SA,1701215306
374,melilla,35.2937,-2.9383,17.21,77,75,0.51,ES,1701215436
375,fada,9.5667,8.3,21.66,47,1,1.51,NG,1701215437
376,darnah,32.767,22.6367,15.18,45,25,12.81,LY,1701215437
377,runing,33.0011,114.3542,8.52,38,100,7.17,CN,1701215437
378,fisterra,42.9049,-9.2629,16.12,97,100,9.04,ES,1701215438
379,acapulco de juarez,16.8634,-99.8901,29.9,74,75,3.6,MX,1701215197
380,tataouine,32.9297,10.4518,15.51,24,78,5.3,TN,1701215438
381,kolyvan',55.3053,82.7391,-12.21,88,33,2.73,RU,1701215438
382,mount gambier,-37.8333,140.7667,15.72,83,100,6.27,AU,1701215439
383,key west,24.5557,-81.7826,22.0,62,0,8.23,US,1701215439
384,bourbon-lancy,46.6221,3.7695,0.83,88,47,0.59,FR,1701215439
385,tazacorte,28.629,-17.9293,18.54,84,0,3.13,ES,1701215439
386,shakhovskaya,56.0283,35.5097,-11.92,99,79,3.1,RU,1701215440
387,lompoc,34.6391,-120.4579,20.08,50,0,4.12,US,1701215440
388,solnechnyy,50.7214,136.6319,-15.54,91,93,0.79,RU,1701215440
389,hue,16.4667,107.6,22.06,94,75,2.06,VN,1701215408
390,mlowo,-9.0,32.9833,16.87,87,99,0.83,TZ,1701215440
391,gamay,12.3854,125.2979,27.27,91,100,4.54,PH,1701215440
392,kupang,-10.1667,123.5833,30.29,62,96,0.91,ID,1701215441
393,umm kaddadah,13.6017,26.6876,22.31,28,79,7.11,SD,1701215441
394,el fuerte,26.4189,-108.6194,26.65,40,90,3.99,MX,1701215441
395,mizdah,31.4451,12.9801,12.38,37,52,3.89,LY,1701215441
396,fortuna,40.5982,-124.1573,16.19,52,40,0.0,US,1701215441
397,tamandare,-8.7597,-35.1047,24.85,78,12,3.52,BR,1701215442
398,lumphat,13.4878,106.9816,21.34,80,97,2.03,KH,1701215442
399,leava,-14.3,-178.1667,28.78,79,100,8.84,WF,1701215442
400,hailar,49.2,119.7,-16.49,91,100,4.92,CN,1701215442
401,thunder bay,48.4001,-89.3168,-7.01,73,100,0.51,CA,1701215442
402,sidi ifni,29.3797,-10.173,14.86,84,1,2.22,MA,1701215443
403,bonthe,7.5264,-12.505,25.48,88,100,4.0,SL,1701215443
404,belmonte,-15.8631,-38.8828,24.79,84,19,4.17,BR,1701215443
405,mossel bay,-34.1831,22.146,17.19,68,69,7.76,ZA,1701215443
406,olonkinbyen,70.9221,-8.7187,1.5,83,100,2.13,SJ,1701215444
407,keflavik,64.0049,-22.5624,1.95,86,75,4.63,IS,1701215444
408,mitchell,43.7094,-98.0298,5.99,49,0,4.12,US,1701215444
409,tsiombe,-25.3,45.4833,22.56,97,37,1.05,MG,1701215444
410,tagta,41.6504,59.9164,5.97,81,100,6.17,TM,1701215444
411,saguenay,48.4168,-71.0657,-7.18,79,100,4.63,CA,1701215225
412,fort st. john,56.2499,-120.8529,3.94,60,20,7.2,CA,1701215445
413,kotlas,61.2611,46.6556,-4.41,96,100,2.24,RU,1701215445
414,toropets,56.4978,31.6353,-12.52,98,96,2.55,RU,1701215445
415,dwarka,22.2394,68.9678,22.86,56,0,7.14,IN,1701215445
416,remire-montjoly,4.9167,-52.2667,27.02,83,0,2.06,GF,1701215446
417,solwezi,-12.1688,26.3894,16.58,97,100,2.38,ZM,1701215446
418,hirara,24.8,125.2833,22.15,73,75,3.09,JP,1701215446
419,porto novo,6.4965,2.6036,27.9,87,58,2.94,BJ,1701215446
420,alesund,62.4723,6.1549,-1.92,63,0,8.75,NO,1701215447
421,aginskoye,51.1,114.53,-16.08,79,25,7.68,RU,1701215447
422,poli,-3.3333,36.8,16.39,88,92,1.52,TZ,1701215447
423,novyy urengoy,66.0833,76.6333,-9.29,95,100,4.86,RU,1701215447
424,el calafate,-50.3408,-72.2768,8.24,62,12,4.76,AR,1701215447
425,noosa heads,-26.3833,153.15,26.17,72,27,2.24,AU,1701215448
426,cole harbour,44.6724,-63.4751,1.07,92,98,4.12,CA,1701215448
427,luganville,-15.5333,167.1667,28.22,76,82,5.11,VU,1701215448
428,nezhinka,51.7676,55.3694,-0.91,86,75,6.0,RU,1701215448
429,awjilah,29.1081,21.2869,13.76,36,0,3.34,LY,1701215448
430,kununurra,-15.7667,128.7333,30.99,66,36,2.57,AU,1701215435
431,odda,60.0691,6.5457,-7.79,74,63,3.52,NO,1701215449
432,san pedro pochutla,15.7333,-96.4667,25.56,81,54,1.83,MX,1701215449
433,nurota,40.5614,65.6886,11.86,48,91,3.06,UZ,1701215449
434,jayapura,-2.5333,140.7,29.66,68,100,0.83,ID,1701215449
435,ghadamis,30.1337,9.5007,14.59,35,96,3.06,LY,1701215449
436,selkirk,50.1436,-96.8845,2.04,90,33,3.85,CA,1701215450
437,tolanaro,-25.0319,46.9987,23.28,91,1,5.38,MG,1701215450
438,arraial do cabo,-22.9661,-42.0278,23.98,88,40,7.72,BR,1701215450
439,mikun',62.3547,50.0771,-6.5,97,100,1.56,RU,1701215450
440,waingapu,-9.6567,120.2641,28.49,73,100,0.34,ID,1701215450
441,nishinoomote,30.7333,131.0,16.31,67,20,2.57,JP,1701215451
442,ulsteinvik,62.3432,5.8487,-1.93,67,100,2.68,NO,1701215451
443,jilib,0.4883,42.7854,24.3,92,41,1.86,SO,1701215451
444,adrar,20.5022,-10.0711,18.34,14,100,3.61,MR,1701215451
445,yanam,16.7333,82.2167,24.2,78,98,3.25,IN,1701215451
446,alaghsas,17.0187,8.0168,25.02,19,49,3.05,NE,1701215452
447,vorkuta,67.5,64.0,-11.15,90,100,2.94,RU,1701215452
448,baringo,0.4667,35.9667,22.46,63,36,2.3,KE,1701215452
449,vilyuchinsk,52.9306,158.4028,-8.37,71,94,1.99,RU,1701215452
450,krasnokholm,51.5979,54.1567,-1.54,84,99,4.37,RU,1701215452
451,cabo san lucas,22.8909,-109.9124,29.17,63,0,4.12,MX,1701214928
452,kemijarvi,66.7131,27.4306,-6.53,86,96,6.31,FI,1701215453
453,yerofey pavlovich,53.9667,121.9667,-15.7,73,100,1.46,RU,1701215453
454,lipova,46.0833,21.7,3.57,89,100,4.27,RO,1701215453
455,linxia chengguanzhen,35.6003,103.2064,-1.45,61,92,1.45,CN,1701215453
456,gaigeturi,33.4644,126.3183,10.03,66,75,2.06,KR,1701215453
457,lib,8.3122,167.3766,27.71,70,51,8.46,MH,1701215454
458,alta,69.9689,23.2717,-4.41,85,100,1.03,NO,1701215454
459,brezina,33.0989,1.2608,13.62,32,100,3.17,DZ,1701215454
460,coquimbo,-29.9533,-71.3436,16.85,72,20,5.14,CL,1701215446
461,la'ie,21.6477,-157.9253,28.03,82,83,0.89,US,1701215454
462,bangolo,7.0069,-7.475,22.17,98,100,0.36,CI,1701215455
463,nadym,65.5333,72.5167,-5.51,95,100,5.46,RU,1701215455
464,torata,-17.0769,-70.8433,16.8,50,29,0.92,PE,1701215455
465,lluta,-16.0147,-72.0142,12.82,48,19,1.63,PE,1701215455
466,dohar,23.5883,90.1469,22.99,66,4,1.61,BD,1701215455
467,bengkulu,-3.8004,102.2655,24.19,92,98,1.39,ID,1701215456
468,argo,37.6333,22.7333,18.77,75,33,4.82,GR,1701215456
469,laojunmiao,39.8333,97.7333,-4.75,58,22,2.74,CN,1701215456
470,reggane,26.7158,0.1714,16.68,23,66,2.34,DZ,1701215456
471,colares,38.7992,-9.4469,17.96,97,72,8.94,PT,1701215456
472,mammoth lakes,37.6485,-118.9721,2.41,29,0,3.09,US,1701215434
473,lakatoro,-16.0999,167.4164,28.49,72,93,4.52,VU,1701215457
474,aykhal,66.0,111.5,-16.98,96,100,7.07,RU,1701215457
475,box elder,41.5005,-112.8764,-1.67,84,34,0.97,US,1701215457
476,zeya,53.75,127.2667,-19.45,75,72,1.56,RU,1701215457
477,lorengau,-2.0226,147.2712,29.44,69,96,0.76,PG,1701215458
478,fortaleza,-3.7227,-38.5247,27.82,79,40,3.09,BR,1701215458
479,amarante do maranhao,-5.5667,-46.7422,26.23,59,72,1.43,BR,1701215458
480,tefe,-3.3542,-64.7114,29.06,74,20,1.54,BR,1701215458
481,merizo village,13.2658,144.6691,29.43,82,42,8.82,GU,1701215458
482,kassala,15.451,36.4,23.53,73,0,4.6,SD,1701215459
483,new norfolk,-42.7826,147.0587,16.07,68,93,2.75,AU,1701215459
484,pniewy,52.5094,16.2567,-3.36,96,29,1.71,PL,1701215459
485,kokopo,-4.352,152.2633,29.05,68,81,1.61,PG,1701215459
486,ebon,4.582,168.6964,27.55,82,84,7.25,MH,1701215459
487,huarmey,-10.0681,-78.1522,20.5,82,69,4.22,PE,1701215460
488,imbituva,-25.23,-50.6044,17.51,99,100,0.93,BR,1701215460
489,barreirinhas,-2.7469,-42.8264,25.38,86,82,3.34,BR,1701215460
490,tyukhtet,56.5389,89.3011,-12.87,90,26,3.58,RU,1701215460
491,luanda,-8.8368,13.2343,24.0,94,40,2.06,AO,1701215460
492,dahab,28.501,34.5134,20.21,42,100,5.59,EG,1701215461
493,borazjan,29.2666,51.2159,18.59,70,5,0.58,IR,1701215461
494,ngorongoro,-3.2397,35.4875,11.33,91,77,1.31,TZ,1701215461
495,sitka,57.0531,-135.33,5.94,81,0,0.0,US,1701215461
496,mejit,10.2753,170.8646,27.24,76,92,8.17,MH,1701215461
497,hamilton,39.1834,-84.5333,-3.66,64,0,3.09,US,1701215450
498,oswestry,52.862,-3.055,4.39,92,51,1.63,GB,1701215462
499,sandnessjoen,66.0217,12.6316,-3.71,66,100,4.94,NO,1701215462
500,general villegas,-35.0328,-63.0125,23.04,74,52,10.76,AR,1701215462
501,at taj,24.2049,23.2857,14.45,33,0,0.95,LY,1701215463
502,cambria,35.5641,-121.0808,18.39,68,29,1.34,US,1701215463
503,taoudenni,22.6783,-3.9836,19.97,17,95,3.0,ML,1701215463
504,harar,9.3094,42.1258,13.25,50,100,3.66,ET,1701215463
505,boali,4.8005,18.1275,24.52,83,86,0.36,CF,1701215464
506,dunedin,-45.8742,170.5036,12.11,61,16,4.02,NZ,1701215225
507,chibougamau,49.9168,-74.3659,-7.21,86,100,6.17,CA,1701215464
508,jidong,45.2167,131.0833,-15.14,86,99,3.3,CN,1701215464
509,shendi,16.6915,33.4341,26.31,48,0,4.9,SD,1701215464
510,nar'yan-mar,67.6713,53.087,-17.16,95,100,4.92,RU,1701215465
511,karkira,36.9292,6.5856,14.62,82,55,4.11,DZ,1701215465
512,pacasmayo,-7.4006,-79.5714,20.49,80,13,6.51,PE,1701215465
513,kaya,13.0917,-1.0844,27.06,16,6,3.17,BF,1701215465
514,macau,22.2006,113.5461,21.89,83,40,4.63,MO,1701215272
515,galliano,29.4422,-90.2992,13.0,76,0,0.0,US,1701215466
516,radyvyliv,50.1299,25.2558,-1.43,98,100,1.37,UA,1701215466
517,bubaque,11.2833,-15.8333,28.21,67,20,8.16,GW,1701215466
518,nemuro,43.3236,145.575,0.47,61,26,11.9,JP,1701215466
519,gardez,33.5974,69.2259,3.15,59,100,0.84,AF,1701215467
520,zharkent,44.1628,80.0,6.68,51,9,0.74,KZ,1701215467
521,la asuncion,11.0333,-63.8628,26.51,86,2,6.78,VE,1701215467
522,amursk,50.2261,136.8994,-13.9,91,100,3.46,RU,1701215467
523,parakou,9.3372,2.6303,25.77,32,50,1.94,BJ,1701215468
524,bouna,9.2667,-3.0,25.18,69,28,1.86,CI,1701215468
525,yarmouth,41.7057,-70.2286,2.2,50,0,9.39,US,1701215218
526,brisas de zicatela,15.8369,-97.0419,27.29,76,64,0.97,MX,1701215468
527,kruisfontein,-34.0033,24.7314,15.43,75,72,8.5,ZA,1701215469
528,san patricio,28.017,-97.5169,15.97,47,30,3.38,US,1701215469
529,isangel,-19.55,169.2667,28.06,74,75,2.06,VU,1701215469
530,yatou,37.15,122.3833,1.36,68,88,3.13,CN,1701215469
531,san juan,-31.5375,-68.5364,25.22,55,2,7.47,AR,1701215313
532,ashburton,-37.8626,145.0794,17.97,90,100,4.47,AU,1701215470
533,evinayong,1.4368,10.5512,19.65,99,90,0.83,GQ,1701215470
534,beruwala,6.4788,79.9828,25.35,87,100,1.11,LK,1701215470
535,sumbe,-11.2061,13.8437,24.45,89,100,1.05,AO,1701215470
536,ormara,25.2088,64.6357,23.61,65,36,3.05,PK,1701215470
537,kalevala,65.2,31.1667,-3.84,88,100,8.94,RU,1701215471
538,nagqu,31.5,92.0,-5.79,61,100,0.41,CN,1701215471
539,mer,47.7056,1.5062,4.36,91,97,1.49,FR,1701215471
540,liaozhong,41.5061,122.7242,-10.36,65,31,3.99,CN,1701215472
541,buta,2.7858,24.73,21.77,98,100,0.5,CD,1701215472
542,kharkhorin,47.1975,102.8238,-18.69,85,2,2.33,MN,1701215472
543,pineville,31.3224,-92.4343,14.94,40,0,2.06,US,1701215472
544,port victoria,0.0939,33.9756,20.66,82,63,3.29,KE,1701215472
545,piedra blanca,18.8443,-70.3169,24.96,95,25,0.75,DO,1701215473
546,semera,11.501,41.201,23.98,53,99,4.3,ET,1701215473
547,viransehir,37.2353,39.7631,5.42,49,15,1.86,TR,1701215473
548,richards bay,-28.783,32.0377,22.86,82,100,12.06,ZA,1701215473
549,kismayo,-0.3582,42.5454,26.97,79,38,4.07,SO,1701215473
550,sanibel,26.449,-82.0223,16.14,62,100,2.68,US,1701215474
551,la mira,18.035,-102.3266,27.05,80,98,1.27,MX,1701215474
552,ghanzi,-21.5667,21.7833,26.29,38,76,1.55,BW,1701215474
553,mahajanga,-15.7167,46.3167,27.12,79,18,1.06,MG,1701215474
554,kiunga,-6.1219,141.2906,24.62,97,100,0.41,PG,1701215474
555,anshing,20.0333,77.3167,17.91,97,57,3.85,IN,1701215475
556,lhokseumawe,5.1801,97.1507,25.2,89,100,1.18,ID,1701215475
557,borgomanero,45.7024,8.4581,6.59,44,0,0.45,IT,1701215475
558,fale old settlement,-9.3852,-171.2468,28.22,74,100,4.47,TK,1701215475
559,margate,51.3813,1.3862,2.15,86,30,1.79,GB,1701215476
560,lodwar,3.1191,35.5973,28.26,49,27,4.22,KE,1701215476
561,san antonio de pale,-1.4014,5.6325,26.81,80,29,3.59,GQ,1701215476
562,ellsworth,44.5434,-68.4195,-0.08,69,0,2.06,US,1701215402
563,naze,28.3667,129.4833,14.51,56,0,1.64,JP,1701215445
564,acarau,-2.8856,-40.12,26.63,79,75,6.5,BR,1701215476
565,butte,39.6499,-121.5677,16.01,27,0,0.0,US,1701215442
566,yasnyy,51.0333,59.8742,0.21,92,100,8.44,RU,1701215477
567,zalari,53.5584,102.5065,-21.34,99,64,0.89,RU,1701215477
568,helena valley southeast,46.6153,-111.9216,2.1,53,2,1.34,US,1701215478
569,mount pleasant,32.7941,-79.8626,9.08,72,0,0.45,US,1701215383
570,sinop,41.7711,34.8709,3.92,56,100,9.27,TR,1701215478
571,shakhun'ya,57.6758,46.6114,-11.03,98,70,1.97,RU,1701215478
572,el granada,37.5027,-122.4694,18.86,59,100,6.69,US,1701215478
573,guerrero negro,27.9769,-114.0611,20.11,58,98,4.91,MX,1701215479
574,hinesville,31.8469,-81.5959,11.03,63,0,1.54,US,1701215479
575,kaa-khem,51.6833,94.7333,-20.14,96,82,1.43,RU,1701215479
576,vangaindrano,-23.35,47.6,22.6,92,7,2.83,MG,1701215480
577,kone,-21.0595,164.8658,28.56,53,100,0.79,NC,1701215480
578,cody,44.5263,-109.0565,2.33,67,0,1.34,US,1701215330
579,canutama,-6.5339,-64.3831,24.72,87,76,0.9,BR,1701215481
580,sterling,39.0062,-77.4286,-0.95,47,20,5.66,US,1701215481
581,saint croix,17.7397,-64.7388,26.25,83,0,2.57,VI,1701215482
582,sao miguel do araguaia,-13.275,-50.1628,27.17,36,8,2.66,BR,1701215482
583,broome,42.2506,-75.833,-1.88,71,100,5.66,US,1701215482
584,meadow lakes,61.6247,-149.6011,5.62,68,40,6.69,US,1701215482
585,qianjiang,30.4151,112.8859,12.05,65,59,3.64,CN,1701215482
586,gornopravdinsk,60.05,69.9,-2.35,81,100,3.39,RU,1701215483
587,kuala terengganu,5.3302,103.1408,24.97,100,20,1.03,MY,1701215483
588,ilhabela,-23.7781,-45.3581,23.66,93,99,3.14,BR,1701215483
589,mirzapur,25.15,82.5833,15.98,84,8,1.73,IN,1701215483
590,kogalym,62.2654,74.4791,-4.15,87,100,4.84,RU,1701215484
591,taksimo,56.3444,114.8794,-18.76,84,100,2.46,RU,1701215484
592,robertsport,6.7533,-11.3686,26.28,80,100,1.96,LR,1701215484
593,tidjikja,18.5564,-11.4271,21.25,16,85,4.32,MR,1701215485
594,kondoa,-4.9,35.7833,17.29,89,59,1.83,TZ,1701215485
595,lagoa,39.05,-27.9833,17.96,89,100,4.19,PT,1701215485
596,florence,43.7667,11.25,10.3,90,0,0.51,IT,1701215486
